Date,Close
2018-01-01,150.0
2018-01-02,151.54302486758303
2018-01-03,151.16988809984122
2018-01-04,153.18679543206517
2018-01-05,157.97213536478066
2018-01-08,157.28124804218365
2018-01-09,156.59343371692697
2018-01-10,161.66674853962718
2018-01-11,164.21652037966993
2018-01-12,162.73063951254352
2018-01-15,164.5554369940491
2018-01-16,163.086243576765
2018-01-17,161.62269369499458
2018-01-18,162.45545042288305
2018-01-19,156.40334385762762
2018-01-22,151.14503180696718
2018-01-23,149.4996573435068
2018-01-24,146.54572245080055
2018-01-25,147.51390242346145
2018-01-26,144.90262187613945
2018-01-29,140.9092222934371
2018-01-30,145.1443616746377
2018-01-31,144.53378968806624
2018-02-01,144.7725489611963
2018-02-02,140.747699071294
2018-02-05,139.26537209332054
2018-02-06,139.61654724276752
2018-02-07,136.48024037828569
2018-02-08,137.55086904492336
2018-02-09,135.94916533794768
2018-02-12,135.19891745479325
2018-02-13,133.62174693841666
2018-02-14,138.7062778026056
2018-02-15,138.71044675251474
2018-02-16,135.847702671621
2018-02-19,138.1424395102003
2018-02-20,134.85072827479843
2018-02-21,135.45584527703997
2018-02-22,130.28864295953997
2018-02-23,126.91132302111312
2018-02-26,127.4502157143775
2018-02-27,129.38534924206172
2018-02-28,129.86851565459216
2018-03-01,129.60735773300064
2018-03-02,128.86785262174013
2018-03-05,125.15050352213026
2018-03-06,123.39864823191809
2018-03-07,122.30371050846425
2018-03-08,124.95451938266623
2018-03-09,125.8539606078874
2018-03-12,121.53002952661726
2018-03-13,122.35700820552444
2018-03-14,121.45470836424354
2018-03-15,119.85743353523875
2018-03-16,121.36912338068221
2018-03-19,123.93490881127833
2018-03-20,126.30278770746352
2018-03-21,124.23783475392838
2018-03-22,123.50893519909432
2018-03-23,124.36723630588537
2018-03-26,126.85563078924477
2018-03-27,125.68341800298288
2018-03-28,125.25516919376906
2018-03-29,122.5508824449478
2018-03-30,119.68965424894104
2018-04-02,121.68706332217403
2018-04-03,125.0704896022612
2018-04-04,124.92796519467339
2018-04-05,127.49892723313074
2018-04-06,128.46296738018924
2018-04-09,126.85418485926206
2018-04-10,127.81273542920376
2018-04-11,131.84499068571884
2018-04-12,131.7900859423465
2018-04-13,136.02018201395347
2018-04-16,129.11563133541182
2018-04-17,131.2949632427756
2018-04-18,131.5632022011246
2018-04-19,130.81802224101037
2018-04-20,131.09764533534616
2018-04-23,126.02635496744807
2018-04-24,125.51152835191117
2018-04-25,126.44910120229255
2018-04-26,130.28153283761733
2018-04-27,128.97677400653518
2018-04-30,126.94608511048504
2018-05-01,125.71624314418649
2018-05-02,128.0774771596232
2018-05-03,128.96104645658244
2018-05-04,127.6401771418113
2018-05-07,128.99588929129672
2018-05-08,129.28536446973058
2018-05-09,131.85396556616848
2018-05-10,130.05454336576022
2018-05-11,129.24381818426212
2018-05-14,128.27270697562614
2018-05-15,124.60992048676516
2018-05-16,125.38771130187898
2018-05-17,126.0819046713025
2018-05-18,126.13263373244624
2018-05-21,125.57990626989884
2018-05-22,122.11153451987
2018-05-23,121.12486286245219
2018-05-24,120.33357135488103
2018-05-25,118.45369234446423
2018-05-28,118.10763716690894
2018-05-29,119.10165893621893
2018-05-30,123.71754732567774
2018-05-31,124.18751976674798
2018-06-01,124.86631528651475
2018-06-04,124.71794765327876
2018-06-05,120.05852649466011
2018-06-06,120.0308828992179
2018-06-07,120.21161780276742
2018-06-08,126.32001814787894
2018-06-11,125.87272713075778
2018-06-12,126.6721485528089
2018-06-13,126.62221975089919
2018-06-14,123.7340426705922
2018-06-15,126.63271660298187
2018-06-18,128.59006605406879
2018-06-19,130.67981889984506
2018-06-20,128.36303389700234
2018-06-21,132.05497828408352
2018-06-22,128.44249786740707
2018-06-25,129.99792108134255
2018-06-26,135.86035695886684
2018-06-27,133.23531420931792
2018-06-28,131.77433682105158
2018-06-29,132.07684567103
2018-07-02,130.7928016545595
2018-07-03,126.83678921227327
2018-07-04,127.04894363386676
2018-07-05,124.41544404698372
2018-07-06,125.63717248216102
2018-07-09,123.38501686030835
2018-07-10,127.30787595753765
2018-07-11,125.36673314366828
2018-07-12,124.59918641339425
2018-07-13,126.68103870696933
2018-07-16,123.63765302589016
2018-07-17,124.23865257665861
2018-07-18,127.56769801894036
2018-07-19,123.56873053899548
2018-07-20,124.06308683424098
2018-07-23,124.74702128920863
2018-07-24,126.75097241320161
2018-07-25,123.69084910216101
2018-07-26,120.50318304121718
2018-07-27,121.80421969989186
2018-07-30,122.56661678198564
2018-07-31,123.21915891043754
2018-08-01,124.11313315852891
2018-08-02,122.47329661476192
2018-08-03,123.08043606008114
2018-08-06,123.84113103238121
2018-08-07,122.12101928932645
2018-08-08,126.80215088509856
2018-08-09,128.04793206658948
2018-08-10,125.07062692606009
2018-08-13,126.76179119478864
2018-08-14,124.35197241410746
2018-08-15,126.36287447740055
2018-08-16,129.36393523037438
2018-08-17,127.29611532695193
2018-08-20,129.81151474689722
2018-08-21,130.92689713844487
2018-08-22,133.13722104527557
2018-08-23,138.32641153058026
2018-08-24,137.69050248763122
2018-08-27,135.6711180716498
2018-08-28,133.31882219540842
2018-08-29,131.20056898589587
2018-08-30,131.03771455001745
2018-08-31,131.97443354890282
2018-09-03,132.7465982526108
2018-09-04,135.00147435928724
2018-09-05,135.07710146809916
2018-09-06,139.1032438512151
2018-09-07,138.4104134819504
2018-09-10,146.19285366877284
2018-09-11,148.07812595528372
2018-09-12,145.60491054047745
2018-09-13,142.56228778555268
2018-09-14,143.9877835871779
2018-09-17,143.38871140912718
2018-09-18,145.49463512700004
2018-09-19,146.9223133459531
2018-09-20,146.7524844225876
2018-09-21,144.33132343276745
2018-09-24,140.06611614871835
2018-09-25,138.86250491385024
2018-09-26,141.30380900341402
2018-09-27,141.952730880863
2018-09-28,138.50124925648308
2018-10-01,139.02349727751442
2018-10-02,140.14103545040388
2018-10-03,137.72682067013923
2018-10-04,138.19236516699385
2018-10-05,138.39485108722482
2018-10-08,135.3076985496925
2018-10-09,136.32028866252347
2018-10-10,137.89918450910946
2018-10-11,140.9610901631841
2018-10-12,144.00671595235082
2018-10-15,140.1350428797082
2018-10-16,137.57236215442242
2018-10-17,139.03848345951664
2018-10-18,140.51671831369597
2018-10-19,142.0142531667108
2018-10-22,153.43577211962983
2018-10-23,155.2442785515684
2018-10-24,158.85807281798242
